,u,i
116546,120,2041
116547,777,96
116548,3511,693
116549,2730,882
116550,1670,902
116551,4352,1309
116552,3263,1345
116553,3268,1689
116554,804,1919
116555,1649,25
116556,609,1451
116557,4721,617
116558,1137,1570
116559,2239,241
116560,3910,2095
116561,4535,1366
116562,3475,1386
116563,1722,1442
116564,3506,699
116565,4409,2193
116566,4490,1623
116567,732,703
116568,3316,575
116569,446,117
116570,2255,1124
116571,846,990
116572,4364,1669
116573,4056,1516
116574,312,1056
116575,2593,1119
116576,2025,1601
116577,2020,1257
116578,4676,443
116579,1832,1206
116580,2267,1134
116581,3306,237
116582,2303,791
116583,3173,647
116584,771,1755
116585,1774,1201
116586,2641,786
116587,3477,1058
116588,3852,181
116589,1245,1611
116590,3425,868
116591,555,410
116592,2914,1884
116593,1549,2022
116594,3760,592
116595,4539,330
116596,3231,1002
116597,1791,1555
116598,3785,2342
116599,1421,524
116600,918,2155
116601,264,611
116602,3006,1823
116603,1160,1688
116604,1478,277
116605,3097,1941
116606,3379,873
116607,3410,186
116608,915,1103
116609,4750,1681
116610,2694,16
116611,3806,186
116612,1868,462
116613,4273,2281
116614,4515,1814
116615,3995,58
116616,4335,2378
116617,510,236
116618,2181,2090
116619,3330,607
116620,4577,1911
116621,1817,93
116622,4704,1686
116623,469,1366
116624,3110,1772
116625,3540,1356
116626,2305,32
116627,2224,632
116628,830,1530
116629,2664,904
116630,1363,1993
116631,802,236
116632,1173,1869
116633,824,1715
116634,3884,1516
116635,3817,294
116636,1019,1402
116637,3803,2116
116638,3772,551
116639,3787,1583
116640,2808,1033
116641,1758,1741
116642,4839,167
116643,1005,191
116644,2588,2198
116645,380,139
116646,1004,720
116647,2962,1850
116648,2733,1798
116649,4507,367
116650,933,2008
116651,186,273
116652,2087,869
116653,4040,1655
116654,4759,588
116655,2431,679
116656,2527,1141
116657,3071,1793
116658,3024,1947
116659,2862,865
116660,4727,1804
116661,62,1900
116662,3851,2133
116663,4076,531
116664,2739,1963
116665,2474,2
116666,356,1623
116667,4318,64
116668,1140,1705
116669,1830,654
116670,1554,756
116671,262,1961
116672,293,1274
116673,585,894
116674,1576,2235
116675,3191,2245
116676,3124,1023
116677,3995,1481
116678,3083,2153
116679,13,853
116680,3026,1619
116681,2284,228
116682,4622,825
116683,3653,963
116684,4637,1887
116685,3145,2250
116686,3057,151
116687,1556,428
116688,530,32
116689,2884,1162
116690,2336,768
116691,2331,424
116692,4232,1020
116693,1732,1593
116694,218,2389
116695,2792,1573
116696,4352,1122
116697,1833,2399
116698,2146,644
116699,403,1388
116700,3445,2138
116701,4356,1995
116702,650,1265
116703,4690,1117
116704,3286,1327
116705,4218,2061
116706,450,453
116707,4650,1718
116708,553,1332
116709,368,1552
116710,4535,1179
116711,4461,2196
116712,3566,1317
116713,1979,1820
116714,3808,850
116715,563,1269
116716,666,2148
116717,3675,1260
116718,3425,331
116719,3681,2206
116720,4773,189
116721,1153,1485
116722,4733,790
116723,3270,393
116724,2394,722
116725,1339,1086
116726,1764,326
116727,360,536
116728,2672,2164
116729,903,1687
116730,800,808
116731,4693,610
116732,1104,1219
116733,1427,152
116734,1601,2025
116735,140,1701
116736,1867,424
116737,2822,2108
116738,4317,2016
116739,4904,1961
116740,3402,1636
116741,2407,553
116742,1500,1569
116743,1945,2185
116744,4078,1626
116745,664,516
116746,4883,333
116747,3057,1574
116748,3833,1041
116749,2145,2246
116750,3361,1985
116751,2433,2124
116752,4668,1842
116753,4537,2325
116754,347,1748
116755,4022,913
116756,2577,1122
116757,2647,363
116758,2485,1533
116759,274,711
116760,1614,2206
116761,182,1122
116762,3317,2063
116763,3361,2335
116764,3793,1992
116765,3158,1252
116766,983,2339
116767,3101,718
116768,3973,647
116769,3197,1180
116770,3572,303
116771,2290,2196
116772,1569,1682
116773,4504,1037
116774,4316,986
116775,4025,56
116776,3342,780
116777,2870,1724
116778,1352,866
116779,1383,179
116780,4091,1807
116781,2188,1138
116782,2625,1139
116783,481,1539
116784,534,419
116785,138,419
116786,4763,924
116787,4372,1268
116788,1528,2031
116789,1101,466
116790,970,949
116791,3153,477
116792,973,1220
116793,6,1431
116794,436,1015
116795,3082,1765
116796,4769,1089
116797,2918,610
116798,3738,349
116799,4698,2377
116800,2390,1622
116801,3159,672
116802,2104,1036
116803,1708,1036
116804,643,712
116805,2262,2376
116806,1197,2052
116807,3656,1478
116808,400,1708
116809,299,902
116810,2477,86
116811,1508,224
116812,4790,2316
116813,2412,2320
116814,2360,2130
116815,1954,1442
116816,82,86
116817,3124,836
116818,259,722
116819,1482,2386
116820,1227,1113
116821,1729,2263
116822,2104,1386
116823,695,1252
116824,2216,2381
116825,201,717
116826,3750,709
116827,3344,21
116828,1617,1298
116829,2872,965
116830,1812,985
116831,4109,1581
116832,321,1950
116833,259,1072
116834,4788,1115
116835,4853,2264
116836,2150,980
116837,782,847
116838,3079,1443
116839,1121,313
116840,2704,2320
116841,4357,2060
116842,157,795
116843,3576,2249
116844,803,1724
116845,654,1601
116846,3514,1371
116847,623,36
116848,1366,117
116849,2290,236
116850,177,2201
116851,4628,833
116852,4258,2054
116853,2076,1216
116854,1432,1868
116855,2602,1262
116856,3541,2413
116857,2173,2280
116858,640,390
116859,4382,777
116860,1080,662
116861,4153,725
116862,574,2022
116863,4655,1875
116864,1671,349
116865,1886,2223
116866,2808,2269
116867,2506,1150
116868,696,672
116869,4312,1886
116870,3865,1197
116871,5,0
116872,2374,2162
116873,4485,124
116874,651,148
116875,4393,535
116876,1652,2177
116877,3390,1089
116878,2056,540
116879,4108,551
116880,1365,2120
116881,959,1432
116882,3980,1305
116883,4472,1767
116884,4790,356
116885,3544,1906
116886,180,913
116887,278,1448
116888,1078,2063
116889,1351,909
116890,3684,1162
116891,1447,1371
116892,1228,2007
116893,1790,1710
116894,2227,1711
116895,3464,2327
116896,2905,643
116897,2595,417
116898,3436,1033
116899,4800,1424
116900,1997,2188
116901,4899,649
116902,3146,705
116903,847,36
116904,3986,1850
116905,4700,439
116906,3590,1850
116907,720,1392
116908,3294,576
116909,1437,252
116910,4243,2415
116911,3431,1039
116912,193,1875
116913,3894,2261
116914,520,580
116915,3202,987
116916,1741,663
116917,1904,2347
116918,2771,1932
116919,302,1818
116920,899,576
116921,1740,1192
116922,2084,1002
116923,1896,951
116924,3792,1203
116925,3391,859
116926,1638,915
116927,4289,2009
116928,3818,172
116929,455,2033
116930,2726,1408
116931,926,1618
116932,2040,1080
116933,132,67
116934,2251,1300
116935,3123,1229
116936,3209,1003
116937,10,1767
116938,4091,1620
116939,4461,399
116940,1620,1433
116941,3359,947
116942,4362,393
116943,4367,737
116944,1846,433
116945,3794,875
116946,3554,634
116947,3363,1820
116948,97,1362
116949,2795,2302
116950,3447,13
116951,2614,12
116952,1282,1788
116953,1595,33
116954,4693,1846
116955,2055,1711
116956,4190,1225
116957,2271,23
116958,2099,505
116959,1673,1794
116960,1955,726
116961,3442,19
116962,2636,1841
116963,2446,1717
116964,1047,2271
116965,3996,578
116966,1811,977
116967,73,2065
116968,2186,100
116969,2248,978
116970,1258,239
116971,3899,645
116972,4391,1107
116973,3990,763
116974,4370,230
116975,1192,1871
116976,2216,2194
116977,3869,1934
116978,2372,1953
116979,3750,522
116980,63,596
116981,4581,450
116982,4744,2134
116983,4018,1276
116984,4171,2272
116985,470,1886
116986,4145,1051
116987,2314,1948
116988,4582,1052
116989,1411,454
116990,4603,1929
116991,371,1880
116992,2582,450
116993,1085,469
116994,1186,1275
116995,3848,306
116996,279,2291
116997,4355,1800
116998,2956,2354
116999,4095,183
117000,3704,527
117001,2023,2149
117002,1894,49
117003,4530,111
117004,1956,927
117005,2573,1835
117006,1296,1820
117007,3009,2365
117008,3528,486
117009,2788,676
117010,3342,2016
117011,415,1024
117012,2311,1276
117013,2188,2374
117014,4347,754
117015,3378,892
117016,1599,1979
117017,4548,286
117018,503,90
117019,2070,1564
117020,3271,271
117021,3276,615
117022,4112,887
117023,4015,954
117024,4173,2294
117025,2280,2313
117026,4262,831
117027,4301,759
117028,3733,1241
117029,4199,482
117030,2697,157
117031,995,902
117032,902,711
117033,1831,1174
117034,1708,2272
117035,4416,1648
117036,4283,2058
117037,489,1481
117038,1929,928
117039,493,2354
117040,2606,389
117041,25,788
117042,3196,1386
117043,1694,1061
117044,1283,29
117045,47,2267
117046,2514,800
117047,4128,2120
117048,1540,594
117049,3431,502
117050,3097,1380
117051,638,1954
117052,1574,178
117053,3248,795
117054,4170,841
117055,3643,1324
117056,4088,1940
117057,884,2360
117058,1992,876
117059,439,963
117060,4171,662
117061,1407,1354
117062,3797,2141
117063,4170,1191
117064,4376,1067
117065,4193,1360
117066,203,1625
117067,1515,1826
117068,2234,759
117069,988,2309
117070,2598,1975
117071,2973,1098
117072,3066,1289
117073,1951,2356
117074,3835,339
117075,4767,1073
117076,3803,1555
117077,2727,1042
117078,1696,302
117079,2377,1417
117080,3547,811
117081,3932,622
117082,2815,108
117083,2364,1929
117084,4108,1787
117085,2251,1463
117086,25,1861
117087,2246,1119
117088,3262,46
117089,1514,446
117090,4636,1125
117091,3948,1505
117092,3609,2039
117093,651,1734
117094,2769,113
117095,2328,370
117096,3236,2208
117097,202,595
117098,2103,1191
117099,2483,658
117100,4770,566
117101,1038,867
117102,2543,1463
117103,3775,1735
117104,3436,2269
117105,1579,1945
117106,4115,1803
117107,4058,1269
117108,823,2376
117109,350,466
117110,2755,2285
117111,4797,1608
117112,2305,544
117113,3960,1865
117114,4643,1141
117115,4166,1741
117116,4546,1208
117117,3572,1002
117118,2670,2362
117119,2931,417
117120,1587,1432
117121,4735,1080
117122,4673,202
117123,2761,1699
117124,4576,269
117125,1054,2100
117126,3346,2352
117127,3731,2163
117128,4404,751
117129,3263,597
117130,419,1360
117131,18,1016
117132,4844,1023
117133,1234,755
117134,2137,2249
117135,2075,1371
117136,1598,1971
117137,1916,560
117138,1389,1043
117139,3655,74
117140,4004,228
117141,754,303
117142,881,2330
117143,4592,1152
117144,4342,223
117145,2936,360
117146,195,2002
117147,4214,977
117148,1401,1053
117149,4456,510
117150,3650,2332
117151,2215,977
117152,1057,462
117153,4789,161
117154,2077,1043
117155,1087,304
117156,3055,2122
117157,1995,2142
117158,4204,639
117159,1703,1741
117160,4745,239
117161,3912,238
117162,3538,1717
117163,422,72
117164,1022,1757
117165,2658,392
117166,4189,2209
117167,3561,1886
117168,3995,2343
117169,4375,1810
117170,2776,1552
117171,3053,140
117172,1690,351
117173,188,26
117174,3648,1481
117175,4044,1481
117176,346,1366
117177,2961,551
117178,2997,208
117179,812,607
117180,3890,1014
117181,1648,879
117182,2551,2373
117183,4700,65
117184,3793,1081
117185,429,88
117186,3259,1147
117187,1433,2388
117188,368,2064
117189,4079,886
117190,2680,1440
117191,3048,146
117192,3920,75
117193,3018,1435
117194,1234,2178
117195,3696,367
117196,2383,695
117197,3346,742
117198,2296,1450
117199,106,1505
117200,3030,1445
117201,2967,1096
117202,1449,238
117203,948,1942
117204,2312,2333
117205,2687,1456
117206,846,1665
117207,4860,296
117208,3055,162
117209,3578,2189
117210,754,2076
117211,4085,1431
117212,1564,1127
117213,4676,1118
117214,3210,450
117215,1806,660
117216,3640,34
117217,842,1142
117218,652,1018
117219,4723,183
117220,2240,1117
117221,3355,50
117222,2078,2287
117223,4297,1472
117224,513,1613
117225,1827,1887
117226,421,2024
117227,2138,59
117228,2566,2226
117229,3381,1621
117230,2355,1225
117231,165,1280
117232,4683,1134
117233,2315,1826
117234,42,2378
117235,756,967
117236,3089,1220
117237,1248,1429
117238,219,762
117239,1776,1548
117240,901,567
117241,4695,1144
117242,104,223
117243,223,1635
117244,1936,2180
117245,3176,815
117246,2775,471
117247,707,701
117248,4444,744
117249,2623,2329
117250,4853,1703
117251,2150,419
117252,4848,1359
117253,1300,1969
117254,1701,2313
117255,2834,297
117256,243,8
117257,1084,624
117258,4003,220
117259,80,1707
117260,4161,1560
117261,4438,148
117262,4844,836
117263,117,54
117264,4377,2124
117265,1015,1204
117266,4351,903
117267,2577,2334
117268,731,2199
117269,4341,215
117270,824,2390
117271,2317,717
117272,3936,2381
117273,507,239
117274,460,393
117275,3311,2329
117276,4563,1725
117277,4501,847
117278,1977,1780
117279,363,460
117280,3126,297
117281,4557,1910
117282,3003,1395
117283,3813,446
117284,2414,1000
117285,563,521
117286,1163,2206
117287,1435,450
117288,1338,517
117289,1835,1323
117290,3614,236
117291,718,809
117292,4794,318
117293,1272,2149
117294,3087,719
117295,3949,2212
117296,3892,1678
117297,3918,647
117298,1676,512
117299,4139,1555
117300,2769,1349
117301,2175,610
117302,2605,194
117303,3549,1689
117304,3656,2340
117305,3604,2150
117306,791,2226
117307,2456,71
117308,1052,281
117309,3442,1068
117310,4565,616
117311,3820,462
117312,2385,1359
117313,3749,1750
117314,473,604
117315,3657,2161
117316,1811,2026
117317,136,430
117318,1657,1559
117319,2376,492
117320,3995,2156
117321,65,1718
117322,4084,693
117323,1570,2314
117324,1883,559
117325,438,768
117326,4622,1500
117327,3151,488
117328,1750,969
117329,4427,1032
117330,442,1641
117331,4268,221
117332,2525,965
117333,2150,1842
117334,4421,1217
117335,3168,842
117336,936,1395
117337,1860,1514
117338,2680,1253
117339,829,774
117340,4818,1038
117341,279,307
117342,1177,1457
117343,2008,1385
117344,1666,867
117345,1423,1863
117346,1132,933
117347,767,246
117348,2840,1134
117349,2774,514
117350,1096,2407
117351,2584,390
117352,3016,47
117353,2737,1386
117354,4056,2004
117355,656,1354
117356,759,2233
117357,353,1545
117358,2932,1073
117359,2452,1402
117360,1832,1694
117361,2308,1623
117362,3677,2358
117363,4071,2285
117364,4009,1407
117365,4050,1408
117366,3974,2352
117367,3252,2367
117368,387,2253
117369,700,498
117370,4406,1228
117371,2267,1972
117372,426,2181
117373,3535,1901
117374,4457,1947
117375,267,1370
117376,1879,1109
117377,222,1627
117378,540,216
117379,4048,207
117380,3287,1772
117381,818,1658
117382,3151,1911
117383,2714,1910
117384,716,1381
117385,310,693
117386,4833,891
117387,1557,1997
117388,1900,2336
117389,4510,1177
117390,3111,1731
117391,4114,1177
117392,1402,2059
117393,777,2007
117394,1300,1782
117395,3423,505
117396,1967,525
117397,116,46
117398,680,2074
117399,3352,1793
117400,495,42
117401,4201,772
117402,3659,223
117403,520,1792
117404,3500,1664
117405,4752,1060
117406,1634,1254
117407,75,395
117408,2819,1680
117409,1384,325
117410,3352,2143
117411,3249,1264
117412,4618,1999
117413,2527,1279
117414,3112,1932
117415,1260,1952
117416,2031,1075
117417,4302,450
117418,635,1900
117419,72,474
117420,1338,330
117421,2179,946
117422,4476,1542
117423,960,155
117424,3847,1748
117425,3855,2363
117426,1862,2178
117427,2294,1835
117428,2571,423
117429,867,1095
117430,862,751
117431,2135,1024
117432,1703,1367
117433,1677,146
117434,3604,1963
117435,4132,2082
117436,677,971
117437,1174,1777
117438,83,232
117439,1022,1383
117440,3723,342
117441,2319,552
117442,4554,270
117443,1293,156
117444,4001,1784
117445,2561,85
117446,3961,2385
117447,1504,376
117448,1565,1783
117449,4232,1158
117450,2776,1178
117451,1711,854
117452,1525,2384
117453,3520,1861
117454,3616,2323
117455,1147,2209
117456,2468,244
117457,1181,1793
117458,931,864
117459,3331,2339
117460,4720,1097
117461,4668,907
117462,2142,259
117463,1920,2132
117464,2076,1891
117465,1264,515
117466,1823,2199
117467,2552,1820
117468,357,1531
117469,4870,1041
117470,1552,393
117471,3916,2211
117472,4726,1262
117473,2541,1661
117474,3377,1933
117475,3189,1882
117476,983,1404
117477,3619,1466
117478,2259,1948
117479,829,937
117480,4869,789
117481,662,1763
117482,600,885
117483,3967,2149
117484,4772,856
117485,4589,1149
117486,4279,923
117487,1096,2220
117488,3625,1631
117489,794,1101
117490,159,361
117491,1783,2369
117492,4835,1555
117493,186,2184
117494,3830,2036
117495,57,84
117496,1681,2092
117497,3835,128
117498,4353,1811
117499,2030,2246
117500,3231,953
117501,1861,747
117502,61,957
117503,4137,466
117504,3483,1174
117505,503,1302
117506,3425,1169
117507,1391,983
117508,4774,528
117509,3380,1426
117510,4779,872
117511,515,1312
117512,4544,975
117513,2698,840
117514,3780,2299
117515,1923,1975
117516,2749,1559
117517,598,34
117518,202,34
117519,601,305
117520,2011,1041
117521,134,1593
117522,1099,1713
117523,316,321
117524,3313,554
117525,1248,1055
117526,4357,775
117527,4427,2268
117528,1151,1122
117529,3432,1185
117530,156,39
117531,2859,1323
117532,3012,2319
117533,1160,2339
117534,2265,584
117535,2762,1390
117536,1459,2406
117537,3171,97
117538,1674,116
117539,681,1358
117540,4022,1401
117541,4545,1176
117542,3480,852
117543,1310,2283
117544,3449,1539
117545,2578,2212
117546,1745,2211
117547,1112,1544
117548,1495,1282
117549,4222,1462
117550,3198,1139
117551,2224,933
117552,2162,55
117553,2664,1205
117554,1692,1072
117555,1583,348
117556,710,948
117557,3845,1889
117558,4213,595
117559,856,19
117560,2717,1216
117561,2753,873
117562,4368,883
117563,3021,1627
117564,257,2319
117565,200,1785
117566,3829,605
117567,969,835
117568,4367,1412
117569,3641,554
117570,4513,483
117571,3108,1222
117572,1611,1241
117573,4006,2372
117574,2306,534
117575,1061,774
117576,1498,775
117577,1949,1236
117578,863,35
117579,123,225
117580,4467,488
117581,4071,488
117582,497,2129
117583,3604,1776
117584,3507,1843
117585,236,1041
117586,418,2021
117587,1082,2001
117588,3749,1376
117589,2652,2268
117590,4061,150
117591,1232,1945
117592,2863,236
117593,1500,447
117594,89,240
117595,997,2078
117596,4734,2121
117597,408,1683
117598,12,1683
117599,4427,658
117600,1208,46
117601,3489,109
117602,3848,981
117603,439,215
117604,3519,2203
117605,2048,1191
117606,3290,2151
117607,597,1555
117608,54,404
117609,1363,334
117610,4537,1203
117611,1235,1088
117612,3141,2028
117613,680,277
117614,3911,1680
117615,1679,2233
117616,3317,941
117617,1044,1493
117618,4650,2019
117619,2296,889
117620,4192,1141
117621,2256,1490
117622,1475,1679
117623,4506,2240
117624,2999,1571
117625,3166,745
117626,4059,1551
117627,3116,658
117628,2410,1176
117629,3850,623
117630,266,1576
117631,2029,2238
117632,3271,946
117633,4618,202
117634,1445,2187
